109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
112,['mengsukseskan'  'karya']                            
107,['1'  'masyarakat'  'luas'  'maju'  'calon'  'dpr'  'wakil'  'masyarakat']                      
104,['abdi'  'indonesia'  'aceh'  'wujud'  'maslahat'  'umat'  'jalur'  'politik'  'bersih'                     
104,['juang'  'rakyat'  'indonesia']                           
104,['maju'  'didik']                            
108,['khidmat'                             
101,['hidup'  'orang']                            
101,['islam'  'lil'  'alamin']                           
105,['lanjut'                             
105,['dedikasi'  'bangsa']                            
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
112,['kuat'  'implementasi'  'hak'  'wenang'  'gampong']                         
112,['ubah']                             
112,['realisasi'  'cita'  'bakti'  'bangsa'  'negara'  'masyarakat'  'kontribusi'  'bangun'  'aceh'   'modern'  'sesuai'  'syariat']                 
117,['ubah'  'dapil']                            
117,['berkat'  'keluarga'  'kawan'  'kawan']                          
117,['ubah'                             
117,['juang'  'keu'  'aceh']                           
114,['angkat'  'martabat'  'kaum'  'perempuan'  'laksana'  'implementasi'  'islam']                       
114,['angkat'  'martabat'  'kaum'  'perempuan'  'laksana'  'implementasi'  'islam']                       
114,['angkat'  'martabat'  'kaum'  'perempuan'  'laksana'  'implementasi'  'islam']                       
102,['abdi'  'sejahtera'  'rakyat'  'aceh']                          
102,['proses'  'sama'  'gender'  'emansipasi'  'wanita']                         
102,['suara'  'rakyat'  'percaya'  'maju'  'milu'  'legislatif']                        
102,['proses'                             
102,['proses'  'sama'  'gender'  'emansipasi'  'wanita']                         
106,['juang'  'masyarakat'  'abai']                           
104,['isi'  'calon'  'aju'  'calon']                          
101,['perempuan']                             
118,['peduli'  'aceh']                            
118,['kurang'  'perempuan'  'bangun'  'aceh']                          
118,['aceh'  'kaya']                            
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
112,['mengsukseskan'  'karya']                            
107,['1'  'masyarakat'  'luas'  'maju'  'calon'  'dpr'  'wakil'  'masyarakat']                      
104,['abdi'  'indonesia'  'aceh'  'wujud'  'maslahat'  'umat'  'jalur'  'politik'  'bersih'                     
104,['juang'  'rakyat'  'indonesia']                           
104,['maju'  'didik']                            
108,['khidmat'                             
101,['hidup'  'orang']                            
101,['islam'  'lil'  'alamin']                           
105,['lanjut'                             
105,['dedikasi'  'bangsa']                            
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
114,['menang'  '2019']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['abdi'  'negara']                            
104,['bangun'  'negara'  'satu'  'republik'  'indonesia'  'dasar'  'uud'  '1945']                      
104,['abdi'                             
104,['1'  'penting'  'hak'  'hak'  'wanita'  'dunia'                        
108,['1'  'bangun'  'sumut'  'martabat']                          
112,['bangun'  'sumatera'  'utara']                           
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['abdi'  'bangsa'  'juang'  'aspirasi'  'daerah']                         
104,['sumatra'  'daerah'  'maju']                           
104,['tingkat'  'bangsa'  'negara']                           
104,['abdi'  'negara'  'mampu'  'skills'  'milik']                         
108,['khidmat'                             
108,['naafi'  'li'  'ghoirihi'  'manfaat'  'orang']                         
101,['mati']                             
101,['pkb'  'nkri']                            
110,['menigkatkan'  'perempuan'  'anak'  'indonesia']                          
110,['abdi'  'negara'  'pertanggungjawaban'  'tugas'  'khalifah'  'amanah'  'swt']                       
111,['wakil'  'daerah'  'sumut'  '3'  'benar2'  'juang'  'penting'  'rakyat']                      
111,['kontribusi'  'bangsa'  'indonesia'  'impi'  'wujud'  'maju'  'anggota'  'legislatif'  'dpr'   'kontribusi'  'baik'  'bijak'  'kelak'  'bawa'  'indonesia'  'arah'  'rusak'  'mental'  'politis'  'imbang'  'banyak'  'politis'  'murni'  'juang'  'kebaji']    
109,['bantu'  'bangun'  'kampung'  'halaman']                          
109,['wujud'  'sejahtera'  'indonesia']                           
109,['penuh'  'perempuan'  'legislatif'  'dukung'  'bangun'  'perintah'  'indonesia'  'kerah'  'daya'   'baik'  'laksana'  'fungsi'  'legislatif']                
107,['maksimal'  'negara']                            
107,['abdi'  'negara']                            
107,['kaum'  'wakil'  'juang'  'kaum'  'lindung'  'kaum'                        
103,['optimalisasi'                             
106,['bangun'  'tinggal']                            
116,['maju'                             
108,['1'  'baik'  'bangun'  'bangsa'  'jawa'  'barat']                        
108,['1'  'sejahtera'  'rakyat']                           
109,['awas'  'perintah'  'daerah']                           
109,['masyarakat'  'dapat'  'fokus'  'wira'  'usaha']                         
107,['baik'  'negara']                            
107,['abdi']                             
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['prabowo'  '0f'  'indonesia'  'presiden'  '2019'  'for'  'safety']                       
102,['dukung'  'subianto'  'presiden'  '2019']                          
102,['2019'  'presiden']                            
104,['juang'  'parlemen'  'penuh'  'penting'  'ekonomi'  'tingkat'  'daya'  'manusia'  'kalang'                     
104,['tingkat'  'masyarakat'  'daya'  'ekonomi'  'karakteristik'  'mental'  'indonesia'  'makmur'  'sejahtera'   'nyata']                   
108,['kontribusi'  'moga'  'manfaat'  'umat']                          
108,['jembatan'  'rakyat'  'juang'  'gedung'  'parlemen']                         
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
105,['bagus'  'manfaat'  'sama']                           
105,['peran'  'baik'  'sistem'  'buruh'  'nasional']                         
110,['tingkat'  'perempuan'  'anak'  'indonesia']                          
110,['sejahtera'                             
111,['juang'  'indonesia']                            
109,['juang'  'rakyat'  'capai'  'indonesia'  'sejahtera']                         
109,['wujud'  'sejahtera'  'optimal'  'penting'  'masyarakat']                         
112,['agara'  'manfaat'  'masyarakat'  'luas'  'kab'  'bekas'  'barat']                       
112,['kembang'  'maju'  'kembang']                           
107,['maksimal'  'muda'  'bangsa'  'negara']                          
107,['anggota'  'provinsi'  'jawa'  'barat'  'wakil'  'partai'  'klhususnya'  'wakil'  'masyarakat'   'bangun']                   
107,['juang'  'hak'  'rakyat'  'sambung'  'aspirasi'  'masyarakat']                        
107,['bangun'  'sejahtera'  'bangsa']                           
115,['1'  'kondisi'  'bangsa'  'negara']                          
115,['peran'  'bangun'  'masyarakat']                           
103,['wujud'  'negara'  'jamin'  'merdeka'  'rakyat'  'indonesia'  'tara']                       
103,['juang'  'sejahtera'  'masyarakat'  'kabupaten'  'bekas']                         
101,['wakil'  'kaum'  'perempuan']                           
109,['bangun'  'indonesia'  'sejahtera'  'tara'  'didik'  'indonesia']                        
109,['sejahtera'                             
109,['isi'                             
112,['cipta'  'kerja']                            
107,['1'  'hormat'  'guru'  'pgri'  'kab'  'karawang']                        
107,['abdi'                             
102,['2019'  'presiden']                            
102,['a'  'kondisi'  'indonesia']                           
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['buat'  'abdi'  'negara'  'bangsa'  'indonesia'  'partai'  'karya'  'duduk'  'dewan'   'rakyat']                   
104,['karya'  'negeri']                            
104,['kontribusi'  'parlemen']                            
104,['abdi'  'negara'  'republik'  'indonesia']                          
108,['khidmat'                             
108,['juang'  'ummat'  'islam']                           
108,['tugaspartai']                             
108,['khidmat'  'parlemen'  'amp']                           
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
105,['libat'  'wujud'  'masyrakat'  'sejahtera'  'khusus'  'maju'                        
105,['juang'  'sejahtera'  'bangsa'  'indonesia']                          
105,['abdi'  'masyarakat'  'wakil'  'baik'  'sikap'  'prilaku'  'anggota'  'legislatif'  'kembali'   'peran'  'anggota'  'legislatif']                 
110,['motivasi'  'manfaat'  'nusa']                           
110,['wujud'  'ekonomi'  'rakyat'  'wujud'  'adil'  'ekonomi'                        
110,['legislator'  'aspirasi'  'masyarakat'  'bijak']                          
111,['hidup'  'orang']                            
111,['panggil'  'sungguh'  'anggota'  'dpr'  'ri'  'amanah']                        
111,['bakti'                             
109,['layan'                             
112,['bantu'  'saudara'  'butuh']                           
104,['bangun'  'daya'  'perempuan']                           
101,['penuh'  'masyarakat'  'bener'  'riah'  'dpr'  'aceh']                        
101,['penuh'  'masyarakat'  'bener'  'riah'  'dpr'  'aceh']                        
101,['penuh'  'masyarakat'  'bener'  'riah'  'dpr'  'aceh']                        
118,['sudut'                             
111,['bangun'  'sejahtera'  'baik'  'layan'  'publik']                         
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
112,['mengsukseskan'  'karya']                            
107,['1'  'masyarakat'  'luas'  'maju'  'calon'  'dpr'  'wakil'  'masyarakat']                      
104,['abdi'  'indonesia'  'aceh'  'wujud'  'maslahat'  'umat'  'jalur'  'politik'  'bersih'                     
104,['juang'  'rakyat'  'indonesia']                           
104,['maju'  'didik']                            
108,['khidmat'                             
101,['hidup'  'orang']                            
101,['islam'  'lil'  'alamin']                           
105,['lanjut'                             
105,['dedikasi'  'bangsa']                            
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
102,['2019'  'presiden']                            
101,['sejahtera'                             
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
112,['mengsukseskan'  'karya']                            
107,['1'  'masyarakat'  'luas'  'maju'  'calon'  'dpr'  'wakil'  'masyarakat']                      
104,['abdi'  'indonesia'  'aceh'  'wujud'  'maslahat'  'umat'  'jalur'  'politik'  'bersih'                     
104,['juang'  'rakyat'  'indonesia']                           
104,['maju'  'didik']                            
108,['khidmat'                             
101,['hidup'  'orang']                            
101,['islam'  'lil'  'alamin']                           
105,['lanjut'                             
105,['dedikasi'  'bangsa']                            
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
112,['peran'  'sejahtera'  'bangsa'  'indonesia'  'bidang'  'sehat']                        
107,['bangun'  'bogor'  'kabupaten'  'bersih'  'korupsi'  'jadi'  'maju']                       
107,['maju'  'sejahtera']                            
107,['kontribusi'  'sejahtera'  'masyarakatjawa'  'barat'  'indonesia']                         
115,['latar'  'alam']                            
103,['jalan'  'partai'  'ad'  'art']                          
103,['wujud'  'sejahtera'  'bijak'  'perintah']                          
116,['rakyat']                             
116,['maju']                             
108,['juang'  'rakyat']                            
108,['lanjut'  'juang'  'dunia'  'social'  'jalan'  'aktivis'  'trainer'  'cita'  'cita'   'indonesia'  'kuat'  'dunia']                 
108,['jadi'  'realisasi'  'aspirasi'  'masyarakat'  'kabupaten'  'bogor']                        
108,['manfaat'  'masyarakat'  'luas']                           
108,['partisipasi'  'proses'  'politik'  'demokrasi'  'juang'  'hak'  'kaum'  'perempuan'  'anak'   'indonesia']                   
101,['juang'  'kuat']                            
101,['juang'  'kerja'  'tingkat'  'legislatif']                          
109,['bantu'  'perata'  'bangun'  'bagi'  'aspek'  'sejahtera'  'kabupaten'  'bogor'  'jawa'   'hak'  'budget'  'milik'  'anggota'  'dewan']               
109,['dorong'  'rekan'  'rekan'  'kepala'  'desa'  'kab'  'rangka'  'juang'  'penting'   'kab'  'bogor'  'putus'  'ikut'  'calon'  'legislatif'  'dprd'  'prov'  'jabar'  'partai'  'perindo'  'dasar'  'referensi'  'alam'  'alam']     
109,['bantu'  'masyarakat']                            
109,['1'  'aktif'  'awal'  'wujud'  'program'  'partai'                        
112,['wakil'                             
107,['abdi'  'negara']                            
107,['sadar'  'bangsa'  'negara']                           
107,['lngin'  'potensi'  'anak'  'bangsa'  'segi'  'didik']                        
103,['terus'  'alm'  'yusuf'  'supendi'  'maslahat'  'baik'                        
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['lanjut'  'aspirasi'  'rakyat']                           
104,['wakil'  'kualitas'  'integritas']                           
104,['kontribusi'  'partai'  'golkar']                           
108,['berisihal'  'belakang'  'calon'  'aju'  'calon']                         
108,['khidmat'                             
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'lil'  'alamin']                           
101,['baik'  'jawa'  'barat'  'partai'  'bangkit'  'bangsa'  'milu']                       
101,['bumi'  'rahmat'  'lil'  'alamin']                          
110,['name']                             
110,['juang'  'rakyat'  'dapil']                           
110,['juang'  'rakyat']                            
111,['tingkat'  'daya'  'manusia'  'indonesia']                          
109,['realisasi'  'partai'  'perindo']                           
109,['bantu'  'bangun'  'daerah'  'dapil'  'jawa'  'barat'  'kab'  'bogor'  'pilih'   'dpr'  'ri']                  
112,['manusia'  'manfaat']                            
112,['abdi'  'masyarakat']                            
108,['peran'  'wakil'  'suara'  'masyarakat'  'jawa'  'barat'                        
109,['banyak'  'sosial'  'ekonomi']                           
109,['generasi'  'bangsa'  'indonesia']                           
109,['juang'  'warga'  'jawa'  'barat'  'kaum'  'perempuan'                        
109,['kembang'  'masyarakat']                            
112,['tingkat'                             
112,['motivasi'  'legislative'  'putra'  'asli'  'daerah'  'jawa'  'kota'  'bogor'  'kabupaten'                     
112,['juang'  'masyarakat'  'bidang'  'ekonomi'  'bidang'  'didik'  'standar'  'sempat'  'masyarakat']                     
112,['tetap'  'wakiol'  'rakyat'  'bijak'  'sifat'  'strategis']                        
107,['kembang'  'sektor'  'tani'  'indonesia']                          
107,['juang'  'rakyat']                            
102,['dukung'  'subianto'  'presiden'  'ri'  '2019']                         
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['lanjut'  'masyarakat']                            
104,['partisipasi'  'bangun'  'indonesia']                           
108,['advokasi'  'rakyat']                            
108,['layan'                             
108,['melatarbelakangi'  'calon'  'abdi']                           
105,['juang'  'masyarakat']                            
105,['jadila'  'jujur'  'amanah'  'taqwa']                          
110,['maju'  'teknologi']                            
110,['jalin'  'lembaga'  'perintah'  'mitra'  'perintah'  'cipta'  'objektif']                       
110,['wujud'  'dpr'  'ri'  'masyarakat'  'cianjur'  'amp']                        
110,['wujud'  'rakyat'  'amanah']                           
111,['juang'  'dapil'  'hidup']                           
111,['layan'  'masyarakat']                            
109,['bantu'  'lemah'  'mandiri']                           
109,['kembang'  'usaha'  'wirausaha'  'kaum'  'muda'  'karya']                        
112,['abdi'                             
112,['tingkat'  'masyarakat']                            
112,['abdi'  'masyarakat']                            
112,['bela'  'rakyat']                            
112,['abdi'                             
107,['1'  'proses'  'buat'  'bijak'  'senantiasa'  'milik'  'rakyat']                       
107,['pengaruh'  'buat'  'bijak'  'aagar'  'senantiasa'  'milik'  'rakyat']                       
103,['juang'  'rakyat']                            
116,['guna'                             
108,['khidmat'                             
108,['tingkat'  'masyarakat']                            
109,['wakil'  'anggota'  'dpdr'  'provinsi'  'jawa'  'barat']                        
109,['tingkat'  'masyarakat'  'jawa'  'barat']                          
109,['visi']                             
109,['jadi'  'barat'  'bidang']                           
112,['hijau'  'pohon'  'kurma']                           
107,['1'  'dasar'  'negara'  'satu'  'republik'  'indonesia'  'pasal'  '27'  'amp']                     
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['peran'  'hukum'  'tegak'  'undang'  'undang'  'atur']                        
108,['juang'  'nilai'  'islam'  'universal'  'subtantif'  'bijak'  'advokasi'  'leglisasi'  'anggar'                     
108,['manfaat']                             
108,['lebh'  'kontribusi'  'baik'  'manfaat'  'masyarakat']                         
108,['isi'  'calon'  'aju'  'calon']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
110,['juang'  'masyarakat'  'koperasi'  'ukm']                          
110,['bentuk'  'masyarakat'  'bangsa'  'negara']                          
111,['juang'  'nilai'  'toleransi']                           
111,['wujud'  'bersih'  'praktek'  'korupsi'  'tingkat'  'toleransi'  'rakyat'  'indonesia']                      
114,['motivasi'  'anggota'  'legislatif'  'provinsi'  'sumatera'  'utara'  'aspirasi'  'masyarakat'  'provinsi'   'utara']                   
102,['2019'  'presiden']                            
112,['ukur'  'karya'  'karya']                           
112,['juang'  'kuasa'  'konstitusional']                           
112,['1'  'kontribusi'  'bangun'  'nasional']                          
112,['bangun'                             
107,['abdi'  'bakti'  'ntt'  'nkri']                          
115,['partisipasi'  'demokrasi'  'milu'  '2019']                          
103,['juang'  'rakyat']                            
103,['juang'  'rakyat']                            
103,['salur'  'masyarakat'  'nusa'  'tenggara'  'timur']                         
114,['legislator'                             
114,['wakil'  'kualitas']                            
102,['tingkat'  'rakyat'  'ntt'  'adil'  'budaya']                         
102,['partisipasi'  'daerah'  'pilih']                           
102,['wakil'  'perempuan'  'perlemen']                           
102,['wakil'  'masyarakat'  'ntt']                           
102,['rakyat'                             
102,['tingkat'  'perempuan'  'parlemen']                           
102,['memperjuangakan'  'masyarakat'  'maju'  'ntt'  'partai'  'gerindra']                        
106,['dukung'  'masyarakat']                            
106,['dukung'  'masyarakat']                            
106,['juang'  'rakyat']                            
106,['besar'  'garuda']                            
104,['kuat'  'perempuan']                            
113,['berkonteribusi'  'pilih'  'daerah']                           
113,['kontribusi'  'pilih'  'daerah']                           
113,['kontribusi'  'pilih'  'daerah']                           
108,['abdi'  'negara'  'bangun'  'karakter'  'bangsa']                         
108,['abdi'  'bangsa']                            
107,['perempuan'  'pilih']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['juang'  'masyarakat'  'legislasi'  'anggar'  'awas']                         
104,['juang'  'rakyat'  'ntt'  'dpr'  'bantu'  'juang'  'manusia'  'ntt'  'tinggal'   'propinsi'  'propinsi'  'indonesia']                 
104,['ubah'  'sisi'  'sehat'  'sejahtera']                          
104,['kembali'  'latar'  'agam'  'landas'  'pancasila'  'uud'                        
108,['bangun'  'ntt'  'maju'  'sejahtera']                          
108,['abdi'  'kondisi'  'nkri']                           
101,['bela'                             
101,['bela'                             
101,['bela'                             
101,['bela'                             
105,['bakti'  'negara']                            
111,['layan'  'ntt']                            
109,['panggil'  'bangsa'  'negara'  'kkn']                          
112,['abdi'                             
112,['tingkat'  'masyarakat']                            
112,['abdi'  'masyarakat']                            
112,['bela'  'rakyat']                            
112,['abdi'                             
107,['1'  'proses'  'buat'  'bijak'  'senantiasa'  'milik'  'rakyat']                       
107,['pengaruh'  'buat'  'bijak'  'aagar'  'senantiasa'  'milik'  'rakyat']                       
103,['juang'  'rakyat']                            
116,['guna'                             
108,['khidmat'                             
108,['tingkat'  'masyarakat']                            
109,['wakil'  'anggota'  'dpdr'  'provinsi'  'jawa'  'barat']                        
109,['tingkat'  'masyarakat'  'jawa'  'barat']                          
109,['visi']                             
109,['jadi'  'barat'  'bidang']                           
112,['hijau'  'pohon'  'kurma']                           
107,['1'  'dasar'  'negara'  'satu'  'republik'  'indonesia'  'pasal'  '27'  'amp']                     
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['peran'  'hukum'  'tegak'  'undang'  'undang'  'atur']                        
108,['juang'  'nilai'  'islam'  'universal'  'subtantif'  'bijak'  'advokasi'  'leglisasi'  'anggar'                     
108,['manfaat']                             
108,['lebh'  'kontribusi'  'baik'  'manfaat'  'masyarakat']                         
108,['isi'  'calon'  'aju'  'calon']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
110,['juang'  'masyarakat'  'koperasi'  'ukm']                          
110,['bentuk'  'masyarakat'  'bangsa'  'negara']                          
111,['juang'  'nilai'  'toleransi']                           
111,['wujud'  'bersih'  'praktek'  'korupsi'  'tingkat'  'toleransi'  'rakyat'  'indonesia']                      
112,['cipta'  'kerja']                            
112,['juang'                             
112,['kembang'  'tambah'  'alam'  'bantu'  'masyarakat'  'tingkat'                        
107,['tingkat'  'pemuda'  'peran'  'bangun'  'tingkat'  'ekonomi'  'do'  'provinsi'  'jawa'                     
107,['bangun'  'tingkat'  'ekonomi'  'masyarakat']                          
108,['khidmat'                             
109,['abdi']                             
109,['abdi'  'budaya'  'sunda']                           
109,['bawa'  'barat'  'provinsi'  'standar'  'hidup'  'masyarakat']                        
109,['kembang'  'masyarakat']                            
109,['sejahtera'  'jawa'  'barat']                           
109,['bakti'                             
112,['cipta'  'kerja']                            
107,['1'  'hormat'  'guru'  'pgri'  'kab'  'karawang']                        
107,['abdi'                             
102,['2019'  'presiden']                            
102,['a'  'kondisi'  'indonesia']                           
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
102,['2019'  'presiden']                            
104,['buat'  'abdi'  'negara'  'bangsa'  'indonesia'  'partai'  'karya'  'duduk'  'dewan'   'rakyat']                   
104,['karya'  'negeri']                            
104,['kontribusi'  'parlemen']                            
104,['abdi'  'negara'  'republik'  'indonesia']                          
108,['khidmat'                             
108,['juang'  'ummat'  'islam']                           
108,['tugaspartai']                             
108,['khidmat'  'parlemen'  'amp']                           
101,['bumi'  'rahmat'  'lil'  'alamin']                          
101,['bumi'  'rahmat'  'lil'  'alamin']                          
105,['libat'  'wujud'  'masyrakat'  'sejahtera'  'khusus'  'maju'                        
105,['juang'  'sejahtera'  'bangsa'  'indonesia']                          
105,['abdi'  'masyarakat'  'wakil'  'baik'  'sikap'  'prilaku'  'anggota'  'legislatif'  'kembali'   'peran'  'anggota'  'legislatif']                 
110,['motivasi'  'manfaat'  'nusa']                           
110,['wujud'  'ekonomi'  'rakyat'  'wujud'  'adil'  'ekonomi'                        
110,['legislator'  'aspirasi'  'masyarakat'  'bijak']                          
111,['hidup'  'orang']                            
111,['panggil'  'sungguh'  'anggota'  'dpr'  'ri'  'amanah']                        
111,['bakti'                             
109,['layan'                             
117,['jabat'  'legislatif'  'buat'  'penting'  'masyarakat']                         
117,['sempat'  'buat'  'wilayah'  'pilih'  'aceh']                         
117,['langkah'  'b17ak']                            
117,['partisipasi'  'bijak']                            
117,['wujud'  'hebat'  'bingkai'  'syariat']                          
117,['makna'  'baik']                            
102,['1'  'masyarakat']                            
102,['1'  'bijak'  'perintah'  'aceh']                          
102,['motivasi'  'calon'  'anggota'  'dpr'  'aceh'  'partisipasi'  'dorong'  'ekselarasi'  'bangun'   'sejahtera'  'masyarakat'  'aceh'  'fungsi'  'parlementarian'  'amanah'  'atur'  'undang'  'undang']           
102,['ubah'  'kelola'  'perintah'  'aceh'  'salur'  'aspirasi'  'juang'  'hak'  'hak'   'kaum'  'perempuan'  'anak']                 
102,['1'  'masyarakat']                            
106,['mensejahtrakan'                             
104,['isi'  'calon'  'aju'  'calon']                          
118,['baik'  'didik'  'anak'  'anak'  'mandiri']                         
109,['wujud'  'mandiri'  'bingkai'  'syariat'  'islam'  'tata'  'perintah'  'bersih'  'wibawa'   'indonesia'  'sejahtera']                  
107,['besar'  'wilayah'  'provinsi'  'nanggroe'  'aceh'  'darussalam'  'aceh'  'maju'  'bidang']                     
104,['buat'                             
108,['hidup'                             
108,['ikhtiar'  'wujud'  'hidup'  'masyarakat'  'adil']                         
108,['isi'  'calon'  'aju'  'calon']                          
101,['sukses'  'bangsa']                            
101,['corong'  'suara'  'penting'  'public'  'indonesia']                         
